Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,USB_A,USB_A_Stewart_SS-52100-001_Horizontal,144.37,-103.1,0.0,top
J2,Conn_01x10_Socket,PinSocket_1x10_P2.00mm_Vertical,133.3336,-96.6902,0.0,top
J3,Conn_01x10_Socket,PinSocket_1x10_P2.00mm_Vertical,155.321,-96.7006,0.0,top
